,Title,Address,City,State,PostalCode,Units,Open Date,Phase,Latitude,Longitude,Market,Submarket
164,Holiday Inn Express & Suites Jonesboro,2920 McClellan Dr,Jonesboro,AR,72401-7238,95,9/1/2021,In Construction,35.8089612,-90.6837589,Arkansas Area,Arkansas North Area 
165,Holiday Inn & Suites Detroit North Troy,870 Tower Dr,Troy,MI,48098,130,12/1/2021,In Construction,42.5967131,-83.1651768,Detroit,Auburn Hills/Madison Heights 
166,MainStay Suites Oklahoma City,41 NE 36th St,Oklahoma City,OK,73105,60,,Deferred,35.5080529,-97.5102935,Oklahoma City,Oklahoma City North 
167,Holiday Inn Express NYC Brooklyn - Sunset Park,833 39th St,Brooklyn,NY,11232-3229,92,6/24/2021,In Construction,40.6468399,-73.9962683,New York,New York City Area 
168,La Quinta Inns & Suites Brooklyn 33rd Street,142 33rd St,Brooklyn,NY,11232-2108,72,6/30/2022,In Construction,40.6562856,-74.0035845,New York,New York City Area 
169,Hilton Garden Inn Herndon Reston,232 Sunset Park Dr,Herndon,VA,20170,136,6/25/2024,Final Planning,38.9561586,-77.3743601,Washington,Dulles Airport Area 
170,Home2 Suites by Hilton Los Angeles Downtown,1101 W 7th St,Los Angeles,CA,90017-2409,143,12/5/2022,Final Planning,34.0512507,-118.2642771,Los Angeles,Los Angeles CBD 
171,Staybridge Suites Long Island City - NYC,38-55 11th St,Long Island City,NY,11101,240,12/21/2021,In Construction,40.7570016,-73.9426625,New York,East River-Queens/Brooklyn West 
172,Loews Downtown Memphis Hotel,140 N Main St,Memphis,TN,38103,500,,Planning,35.1488679,-90.0510138,Memphis,Memphis CBD 
173,AC Hotels by Marriott New York City La Guardia Airport,112-12-112-24 Astoria Blvd,East Elmhurst,NY,11369,126,9/1/2021,In Construction,40.7592944,-73.8574844,New York,La Guardia/Queens North 
174,Hampton Inn West Diversey Parkway,601 W Diversey Pky,Chicago,IL,60614-1510,120,,Planning,41.9325188,-87.6437869,Chicago,Chicago CBD 
175,Napa River Inn,500 Main St,Napa,CA,94559-3353,26,,Planning,38.296255,-122.282727,California North,Napa Valley 
176,Stanly Ranch,200 Stanly Cross Rd,Napa,CA,94559,130,,In Construction,38.244436,-122.304907,California North,Napa Valley 
177,The Venice Place Project,1021-1033 Abbot Kinney Blvd,Venice,CA,90291-3386,80,,Planning,33.992329,-118.471853,Los Angeles,Santa Monica/Marina Del Rey 
178,Unnamed Hotel Vine St,1801 Vine St,Philadelphia,PA,19103-1158,220,7/1/2022,Planning,39.9594355,-75.1693727,Philadelphia,Philadelphia CBD 
179,AC Hotels By Marriott Hudson Yards,432 W 31st St Hudson Yards district,New York,NY,10001,220,,Planning,40.751966,-73.9993,New York,Midtown South NY 
180,Holiday Inn Express & Suites Little Rock Downtown/East Village,811 E 4th St,Little Rock,AR,72202-2601,100,8/18/2021,In Construction,34.7436435,-92.2619703,Little Rock,Little Rock 
181,Candlewood Suites La Place,4284 Main St,La Place,LA,70068-5943,83,,Deferred,30.08799,-90.447054,New Orleans,New Orleans Metairie/Airport 
182,Holiday Inn Express & Suites Firestone - Longmont,11256 Business Park Cir,Firestone,CO,80504-9540,75,6/1/2021,In Construction,40.1642991,-104.9759814,Colorado Area,Colorado East Area 
183,Hampton by Hilton Inn & Suites Houston Sugar Land,218 Highway 6,Sugar Land,TX,77479,122,6/30/2021,In Construction,29.6096964,-95.6486583,Houston,Houston Southwest Freeway 
184,Equinox Hotel @ Grand Avenue,100 S Grand Ave,Los Angeles,CA,90012,300,8/1/2021,In Construction,34.0549767,-118.2485427,Los Angeles,Los Angeles CBD 
185,Unnamed Hotel @ Colorado & Hill,1355 East Colorado Boulevard  39 N Hill Ave,Pasadena,CA,91106,375,,Unconfirmed,34.146195,-118.122414,Los Angeles,Pasadena/Glendale/Burbank 
186,Unnamed Hotel 2 @ Colorado & Hill,1336 E Colorado Blvd,Pasadena,CA,91106,150,,Unconfirmed,34.145609,-118.122534,Los Angeles,Pasadena/Glendale/Burbank 
187,City Flats Hotel Port Huron,800 Military St,Port Huron,MI,48060-5440,36,7/1/2021,In Construction,42.9750885,-82.4240926,Detroit,Warren/Northeast 
188,Homewood Suites by Hilton Paso Robles,2348 Golden Hill Rd,Paso Robles,CA,93446-7009,105,7/23/2024,Final Planning,35.6436513,-120.6572096,California Central Coast,San Luis Obispo/Paso Robles 
189,Hotel Clare,1931 2nd Ave,Seattle,WA,98101,237,,Abandoned,47.6114295,-122.3417384,Seattle,Seattle CBD 
190,Hilton Savannah Riverfront Historic District,611 W River St,Savannah,GA,31401-1130,204,1/18/2023,Planning,32.081615,-81.090926,Savannah,Savannah Historic District 
191,SpringHill Suites New York JFK Airport/Jamaica,14035 Queens Blvd,Jamaica,NY,11435-3219,159,5/1/2021,In Construction,40.703263,-73.8145251,New York,JFK/Jamaica 
192,Ascend Collection Long Island City,38-60 11th St,Long Island City,NY,11101,31,12/1/2022,In Construction,40.7571452,-73.9432402,New York,East River-Queens/Brooklyn West 
193,Solis Orlando,International Dr & Kirkman Rd,Orlando,FL,32819,466,7/20/2022,Planning,28.4615749,-81.4573632,Orlando,Orlando International Drive 
194,Candlewood Suites Portland West Hillsboro,2525 NE Aloclek Dr,Hillsboro,OR,97124,92,,Deferred,45.537954,-122.894708,Portland,Beaverton/Sunset Hwy West 
195,Hyatt House Orlando International Drive,5374 International Dr,Orlando,FL,32819-9427,175,6/29/2022,In Construction,28.461888,-81.450861,Orlando,Orlando International Drive 
196,Omni Boston Seaport Hotel,450 Summer St,Boston,MA,2210,1054,8/22/2021,In Construction,42.3471906,-71.0428013,Boston,Boston CBD/Airport 
197,Ascend Collection The Draper,46 W 37th St,New York,NY,10018-7485,143,5/1/2021,In Construction,40.7510199,-73.985401,New York,Midtown South NY 
198,"Le Méridien New York, Midtown South",292 5th Ave,New York,NY,10001-4513,182,10/15/2021,In Construction,40.746377,-73.986406,New York,Midtown South NY 
199,Candlewood Suites Smyrna,2250 Corporate Plaza Pky,Smyrna,GA,30080-2907,93,7/15/2021,In Construction,33.898475,-84.4779546,Atlanta,Galleria/Marietta 
200,Hampton by Hilton & Suites Sunnyvale/Silicon Valley,861 E El Camino Real,Sunnyvale,CA,94087-2937,162,7/11/2021,In Construction,37.3543642,-122.0149552,San Jose/Santa Cruz,Santa Clara/Sunnyvale/Milpitas 
201,Hilton Garden Inn Jamaica Air Train,93-43 Sutphin Blvd,Jamaica,NY,11435,221,4/5/2023,Final Planning,40.6993875,-73.806874,New York,JFK/Jamaica 
202,The Hotel @ Siesta Promenade,6450 S Tamiami Trl,Sarasota,FL,34231,130,,Planning,27.2591712,-82.5255018,Sarasota,Sarasota/Beaches 
203,La Quinta Inns & Suites Oklahoma City Downtown,15 SW 7th St,Oklahoma City,OK,73109,110,5/30/2022,Final Planning,35.4596295,-97.5151729,Oklahoma City,Oklahoma City CBD 
204,Home2 Suites by Hilton Marysville,4070 116th St NE,Marysville,WA,98271-8420,90,,Abandoned,48.0994108,-122.1774084,Seattle,Seattle North/Everett 
205,Hyatt Place Walnut Creek,699 Ygnacio Valley Rd,Walnut Creek,CA,94596,250,,Abandoned,37.9062,-122.059237,Oakland,Oakland Northeast/Concord 
206,Fairfield Inn & Suites Houston La Porte,SWC Fairmont Pkwy & S 16th St,La Porte,TX,77571,80,7/28/2023,Planning,29.6512248,-95.0363304,Houston,Houston East/Baytown 
207,Hampton Inn by Hilton Chicago Illinois Medical District,2015 W Ogden Ave,Chicago,IL,60612-3713,135,1/18/2023,In Construction,41.8728183,-87.678012,Chicago,Chicago CBD 
208,Holiday Inn Express & Suites Bellevue,969 118th Ave SE,Bellevue,WA,98005-3855,170,4/1/2022,In Construction,47.6002581,-122.1843649,Seattle,Bellevue/East 
209,Park Vue Inn Motel,1570 S Harbor Blvd,Anaheim,CA,92802-2383,94,,Abandoned,33.8088719,-117.9139306,Orange County,Disneyland 
210,Staybridge Suites Seattle Bellevue,969 118th Ave SE,Bellevue,WA,98005-3855,109,7/21/2022,Final Planning,47.6003569,-122.1842949,Seattle,Bellevue/East 
211,TownePlace Suites Pismo Beach,110 N Oak Park Blvd,Pismo Beach,CA,93449,105,10/6/2023,Planning,35.1314764,-120.6086792,California Central Coast,San Luis Obispo/Paso Robles 
212,Comfort Inn & Suites Edmond,3826 S Broadway,Edmond,OK,73013-4111,81,4/30/2022,Final Planning,35.6178592,-97.4883332,Oklahoma City,Oklahoma City North 
213,Homewood Suites by Hilton Charleston Downtown,1002 Quarrier St,Charleston,WV,25301,110,3/12/2025,Planning,38.3486699,-81.6330163,West Virginia,Charleston WV 
214,Auberge Resort Sun Valley,300 River St E,Ketchum,ID,83340,62,,In Construction,43.6790362,-114.3613177,Idaho,Idaho South Area 
215,"Hotel Paso Robles, Curio Collection by Hilton",944 Pine St,Paso Robles,CA,93446-2542,151,2/15/2023,In Construction,35.6243759,-120.6881426,California Central Coast,San Luis Obispo/Paso Robles 
216,Wingate by Wyndham Long Island City,32-35 Queens Blvd,Long Island City,NY,11101,125,6/20/2021,In Construction,40.7451468,-73.9318069,New York,East River-Queens/Brooklyn West 
217,Holiday Inn Resort Gulfport beachfront,200 E Beach Blvd,Gulfport,MS,39507-1200,152,6/1/2021,In Construction,30.3772712,-89.0525791,Mississippi,Biloxi/Gulfport 
218,Hampton by Hilton Inn Oakhurst Yosemite,40820 Highway 41,Oakhurst,CA,93644-9641,108,6/1/2021,In Construction,37.3395554,-119.6448604,California South/Central,Fresno 
219,Hampton Inn & Suites Los Angeles Koreatown,301 S Harvard Blvd,Los Angeles,CA,90020-3404,171,10/16/2025,In Construction,34.0688026,-118.3036854,Los Angeles,Los Angeles CBD 
220,Hampton Inn & Suites San Diego Gaslamp,502-538 7th Ave,San Diego,CA,92101-7121,132,8/19/2025,Final Planning,32.7107421,-117.1585246,San Diego,San Diego CBD 
221,Hampton Inn & Suites Somerset,600 Atrium Dr,Somerset,NJ,8873,100,9/15/2021,In Construction,40.5344331,-74.5221489,Central New Jersey,Hunterdon/Somerset NJ 
222,Homewood Suites by Hilton Raleigh/Downtown,200 W Davie St,Raleigh,NC,27601-1737,110,7/13/2023,Final Planning,35.7758934,-78.642318,Raleigh/Durham/Chapel Hill,Cary/South Raleigh 
223,Yacht Club Hotel Palm Harbor Marina,201 N Flagler Dr,West Palm Beach,FL,33401-4715,40,,Abandoned,26.7150089,-80.0504215,Palm Beach ,West Palm Beach 
224,AC Hotels by Marriott Savannah Downtown,601 Bay St,Savannah,GA,31401-1211,165,1/16/2023,Planning,32.0791886,-81.0826871,Savannah,Savannah Historic District 
225,Fairfield Inn & Suites Fort Worth North,2620 Keller Haslet Rd,Roanoke,TX,76262-5801,88,12/15/2021,In Construction,32.9702822,-97.3055211,Fort Worth/Arlington,Fort Worth North 
226,SpringHill Suites Hilton Head Beaufort,2227 Boundary St,Beaufort,SC,29902,115,7/22/2021,In Construction,32.4424178,-80.696356,South Carolina Area,Hilton Head/Beaufort 
227,Kimpton Tempe,100 S Mill Ave,Tempe,AZ,85281,252,,Unconfirmed,33.429267,-111.940401,Phoenix,Tempe 
228,Comfort Inn & Suites Kingston,15 Sandy Rd,Kingston,NY,12401-2932,94,,Abandoned,41.9410199,-74.0246261,Lower Hudson Valley,Newburgh/Kingston NY 
229,Hilton Garden Inn Chapel Hill Carrboro,107 Padgette Ln,Carrboro,NC,27510,140,9/2/2024,Abandoned,35.909561,-79.0680569,Raleigh/Durham/Chapel Hill,Durham/Chapel Hill 
230,Rossonian Hotel,2650 Welton St,Denver,CO,80205-2912,120,,Planning,39.754256,-104.9783336,Denver,Denver CBD 
231,Candlewood Suites Laurel,13907 Laurel Lakes Ct,Laurel,MD,20707,98,7/6/2022,Final Planning,39.0815165,-76.8671391,Washington,Bethesda/College Park 
232,Staybridge Suites Troy Tower Drive,762 Tower Dr,Troy,MI,48098-2863,120,3/1/2023,Planning,42.5959034,-83.1655149,Detroit,Auburn Hills/Madison Heights 
233,Holiday Inn Express & Suites Houston - N Downtown,3401 N Main St,Houston,TX,77009-5639,95,9/10/2021,In Construction,29.7885915,-95.3705721,Houston,George Bush Airport Area 
234,Holiday Inn Express & Suites Lincoln,905 O St,Lincoln,NE,68508,139,6/15/2021,In Construction,40.8133506,-96.7081656,Nebraska,Lincoln 
235,Holiday Inn Express & Suites San Antonio Lackland AFB,6515 W Military Dr,San Antonio,TX,78227-3615,87,9/30/2022,Final Planning,29.4009631,-98.6279615,San Antonio,San Antonio South 
236,aloft Hotel DFW Airport North,4921 Regent Blvd,Irving,TX,75063,145,1/16/2023,In Construction,32.9362324,-97.0113171,Dallas,Irving North Area 
237,Home2 Suites by Hilton Fort Walton Beach,219 Miracle Strip Pky SW,Fort Walton Beach,FL,32548-6600,112,10/5/2020,Abandoned,30.4039325,-86.6042216,Florida Panhandle,Fort Walton Beach 
238,Home2 Suites by Hilton Tupelo,0 N Gloster St,Tupelo,MS,38804,89,8/18/2021,In Construction,34.2827213,-88.7161156,Mississippi,Tupelo/North Area 
239,Fairfield Inn,131 Amos Bridges Rd,Sanford,NC,27330,105,1/1/2022,In Construction,35.5259547,-79.1814177,North Carolina East,North Carolina Southeast Area 
240,Fairfield Inn & Suites Oakland Alameda,Harbor Bay Pkwy & N Loop Rd,Alameda,CA,94502,105,10/5/2023,Planning,37.7246528,-122.2412406,Oakland,Oakland/Berkeley/Hayward 
241,AC Hotels by Marriott Philadelphia Downtown,230 N 13th St,Philadelphia,PA,19107,156,4/15/2024,Planning,39.9569203,-75.1605726,Philadelphia,Philadelphia CBD 
242,Montage La Quintal @ SilverRock Resort,79087 Ahmanson Ln,La Quinta,CA,92253,134,4/12/2022,Final Planning,33.6677338,-116.281029,Inland Empire,Palm Springs 
243,La Quinta Pendry @ SilverRock Resort,1000 Silverrock Way,La Quinta,CA,92253,200,,Planning,33.6721026,-116.2804229,Inland Empire,Palm Springs 
244,Westin Flushing,13745 Northern Blvd,Flushing,NY,11354,250,3/28/2023,In Construction,40.764061,-73.8292023,New York,La Guardia/Queens North 
245,Cambria hotel & suites Shenandoah,8933 Tamina Rd,Shenandoah,TX,77385-7976,121,,Abandoned,30.1791102,-95.4478466,Houston,Houston North/Woodlands 
246,SpringHill Suites Milpitas Silicon Valley,1201 Cadillac Ct,Milpitas,CA,95035,124,5/27/2021,In Construction,37.445847,-121.919792,San Jose/Santa Cruz,Santa Clara/Sunnyvale/Milpitas 
247,TownePlace Suites Sacramento Elk Grove,9320 E Stockton Blvd,Elk Grove,CA,95624,96,7/15/2021,In Construction,38.4190345,-121.3924556,Sacramento,Sacramento East 
248,TownePlace Suites Detroit Taylor,20777 Eureka Rd,Taylor,MI,48180,100,1/17/2022,In Construction,42.1968242,-83.2365648,Detroit,Romulus/Airport 
249,Homewood Suites by Hilton Oklahoma City Quail Springs,6000 Westlake Memorial Pky,Oklahoma City,OK,73142,99,8/11/2021,In Construction,35.6073247,-97.6233945,Oklahoma City,Oklahoma City North 
250,Holiday Inn Express & Suites Boutte,300 William St,Boutte,LA,70039,75,8/4/2022,Final Planning,29.9007729,-90.3877106,New Orleans,New Orleans Metairie/Airport 
251,Holiday Inn Express & Suites Horseheads,230 Colonial Dr,Horseheads,NY,14845-8400,93,4/25/2023,Planning,42.1637003,-76.871534,New York State,Ithaca/Elmira NY 
252,Altitude Hotel & Residences,1903 5th Ave,Seattle,WA,98101,228,,Deferred,47.612883,-122.338441,Seattle,Seattle CBD 
253,Holiday Inn Express,64-10 Queens Blvd,Woodside,NY,11377,135,6/30/2021,In Construction,40.7407658,-73.9014034,New York,La Guardia/Queens North 
254,Hampton by Hilton Inn & Suintes Miami Kendall,14060 SW 138th Ave,Miami,FL,33186,120,8/26/2021,In Construction,25.6370702,-80.4184549,Miami,Miami South 
255,Courtyard Greeley,0 27th Ave,Greeley,CO,80634,103,,Deferred,40.3936192,-104.7229607,Colorado Area,Colorado East Area 
256,Residence Inn East Peoria,201 Eastlight Ct,East Peoria,IL,61611,111,7/21/2021,In Construction,40.6726322,-89.5762027,Illinois North,Peoria/Pekin 
257,Renaissance St Augustine Historic Downtown Hotel,28 San Marco Ave,Saint Augustine,FL,32084-0703,89,6/1/2021,In Construction,29.8997797,-81.3153521,Jacksonville,Jacksonville Beaches 
258,Residence Inn Greeley,2495 W 28th St,Greeley,CO,80634,109,10/30/2023,Abandoned,40.3931326,-104.7214485,Colorado Area,Colorado East Area 
259,YotelPAD Miami,227-235 NE 2nd St,Miami,FL,33132,222,9/30/2021,In Construction,25.7764301,-80.1896999,Miami,Miami CBD/North 
260,La Quinta Inns & Suites Galveston,6227 Broadway St,Galveston,TX,77551-1035,74,8/1/2021,In Construction,29.2877923,-94.8399195,Texas East,Galveston & Texas City 
261,La Quinta Inns & Suites Houston Generation Park,7710 N Sam Houston Pkwy,Humble,TX,77396-4108,88,9/30/2023,Planning,29.9363716,-95.225589,Houston,George Bush Airport Area 
262,Hilton Raleigh Durham Airport Brier Creek,10100 Lumley Rd,Raleigh,NC,27617,168,9/20/2023,Final Planning,35.8996817,-78.7846584,Raleigh/Durham/Chapel Hill,Research Triangle Park/Airport NC 
263,Hilton Garden Inn Houston Humble,22583 Highway 59,Humble,TX,77339-4404,120,,Deferred,30.0425934,-95.2555496,Houston,Houston North/Woodlands 
264,Hilton Garden Inn Scranton Montage,380 Montage Mountain Rd,Scranton,PA,18507-1782,110,,Deferred,41.351904,-75.6705579,Pennsylvania Northeast,Scranton & Wilkes-Barre 
265,MainStay Suites Colorado Springs East - Medical Center Area,Unknown Address,Colorado Springs,CO,80923,50,9/15/2021,In Construction,38.9138145,-104.7180586,Colorado Springs,Colorado Springs North 
266,Suburban Extended Stay Hotel,1806 Harbor Ct,San Angelo,TX,76904,68,,Deferred,31.4419274,-100.4439844,Texas West,Texas West Area 
267,Comfort Suites Colorado Springs East - Medical Center Area,5940 Stetson Hills Blvd,Colorado Springs,CO,80923-3579,70,11/15/2021,In Construction,38.91392,-104.718069,Colorado Springs,Colorado Springs North 
268,Sleep Inn & Suites I-74 Danville,361 Lynch Dr,Danville,IL,61834-9378,30,,Planning,40.1235069,-87.5407138,Illinois North,Illinois North Area 
269,Comfort Suites Kingman,1149 E Sunrise Ave,Kingman,AZ,86401,85,3/30/2024,Final Planning,35.2157752,-114.0378582,Las Vegas,Las Vegas South 
270,Comfort Inn & Suites Bristol,Ave,Bristol,RI,2809,74,9/30/2023,Final Planning,41.6922513,-71.2756083,Rhode Island,Rhode Island 
271,Gale Boutique Hotel & Residences,401 Bayshore Dr,Fort Lauderdale,FL,33304,96,6/14/2021,Abandoned,26.12872,-80.106608,Fort Lauderdale,Fort Lauderdale/Beach 
272,Candlewood Suites Pico Rivera,6605 Rosemead Blvd,Pico Rivera,CA,90660-3502,81,,Deferred,33.98575,-118.095692,Los Angeles,Los Angeles Southeast 
273,Fairfield Inn & Suites Detroit Rochester,3900 S Rochester Rd,Rochester,MI,48307,106,9/9/2021,In Construction,42.6247024,-83.1324004,Detroit,Auburn Hills/Madison Heights 
274,Marriott San Francisco Mission Bay,Channel St & 3rd St,San Francisco,CA,94158,250,,Deferred,37.774823,-122.390243,San Francisco/San Mateo,San Francisco Market St 
275,Holiday Inn Express & Suites Dalton - Walnut Avenue,934 Market St,Dalton,GA,30720-5049,96,5/22/2021,In Construction,34.7588681,-85.0006695,Georgia North,Georgia Northwest 
276,Holiday Inn Resort Newport Beach,1131 Back Bay Dr,Newport Beach,CA,92660-7405,165,2/20/2024,Final Planning,33.6179297,-117.8966325,Orange County,Newport Beach/Dana Point 
277,Residence Inn Miami Coral Gables,317 Minorca Ave,Miami,FL,33134,150,12/18/2023,Final Planning,25.754481,-80.2625547,Miami,Miami South 
278,Staybridge Suites Newport Beach,1131 Back Bay Dr,Newport Beach,CA,92660-7405,110,2/20/2024,Final Planning,33.6170098,-117.8965057,Orange County,Newport Beach/Dana Point 
279,Four Seasons Hotel Fort Lauderdale,529 N Fort Lauderdale Beach Blvd,Fort Lauderdale,FL,33304-4181,148,10/31/2021,In Construction,26.1302481,-80.1039175,Fort Lauderdale,Fort Lauderdale/Beach 
280,Residence Inn,21101 Ventura Blvd,Woodland Hills,CA,91364-2104,105,6/1/2023,Final Planning,34.1680425,-118.593182,Los Angeles,Los Angeles North 
281,SpringHill Suites San Jose Fremont,46399 Fremont Blvd,Fremont,CA,94538-6440,146,8/29/2021,In Construction,37.4875866,-121.9479291,San Jose/Santa Cruz,Fremont/Newark 
282,Staybridge Suites Green Bay,1963 Holmgren Way,Green Bay,WI,54304-4547,80,,Abandoned,44.497547,-88.0531078,Wisconsin North,Green Bay 
283,Hilton Garden Inn Baton Rouge I 10 East,Park Rowe Blvd,Baton Rouge,LA,70810,150,6/12/2024,Planning,30.3809938,-91.0962164,Louisiana South,Baton Rouge 
